timestamp,water_level_m,tide_m,seasonal_m,trend_m,surge_m,noise_m
2022-01-01 00:00:00,0.08574436593486437,0.1291240963619141,-0.06775709680740424,0.0,0.0,0.02437736638035451
2022-01-01 01:00:00,0.3697392183451307,0.5206233529245683,-0.06768609054289476,6.844626967830254e-07,0.0,-0.08319872849923965
2022-01-01 02:00:00,0.8027856957027703,0.8103632806171199,-0.06761504950425988,1.3689253935660508e-06,0.0,0.06003609566451658
2022-01-01 03:00:00,0.9366262175956753,0.9289229606242853,-0.06754397372799732,2.053388090349076e-06,0.0,0.07524517731129711
2022-01-01 04:00:00,0.624042778025595,0.8475957185177376,-0.06747286325062272,2.7378507871321015e-06,0.0,-0.15608281509230693
2022-01-01 05:00:00,0.41394016813559487,0.5855128244797658,-0.06740171810866946,3.422313483915127e-06,0.0,-0.10417436054898545
2022-01-01 06:00:00,0.1478362878128806,0.20493548712200588,-0.06733053833868881,4.106776180698152e-06,0.0,0.01022723225338283
2022-01-01 07:00:00,-0.29666514147364126,-0.20411120134778238,-0.06725932397724976,4.791238877481178e-06,0.0,-0.025299407387486577
2022-01-01 08:00:00,-0.6145553926357995,-0.5460287006760915,-0.06718807506093913,5.475701574264203e-06,0.0,-0.0013440926003431036
2022-01-01 09:00:00,-0.8784796247947154,-0.7431254791267387,-0.06711679162636146,6.1601642710472284e-06,0.0,-0.06824351420588641
2022-01-01 10:00:00,-0.7512239906125899,-0.7545371995184451,-0.06704547371013903,6.844626967830254e-06,0.0,0.07035183798902629
2022-01-01 11:00:00,-0.5906270612330804,-0.585883823808149,-0.06697412134891184,7.529089664613279e-06,0.0,0.06222335483431587
2022-01-01 12:00:00,-0.34889597700988156,-0.28728391178780266,-0.06690273457933757,8.213552361396305e-06,0.0,0.0052824558048972835
2022-01-01 13:00:00,0.08309394142668126,0.059737060292272076,-0.06683131343809162,8.89801505817933e-06,0.0,0.09017929655744263
2022-01-01 14:00:00,0.33377862361782934,0.36312815172177776,-0.066759857961867,9.582477754962355e-06,0.0,0.03740074738016365
2022-01-01 15:00:00,0.4083003403251042,0.5437218386026859,-0.06668836818737436,1.026694045174538e-05,0.0,-0.06874339703065906
2022-01-01 16:00:00,0.5181764459231034,0.555282275944697,-0.06661684415134204,1.0951403148528406e-05,0.0,0.02950006272659991
2022-01-01 17:00:00,0.25291159308952416,0.39615585118051466,-0.06654528589051589,1.1635865845311431e-05,0.0,-0.07671060806631991
2022-01-01 18:00:00,0.11341541929763636,0.10960076830617188,-0.06647369344165942,1.2320328542094457e-05,0.0,0.07027602410458181
2022-01-01 19:00:00,-0.2976642679738721,-0.22728113304465708,-0.06640206684155363,1.3004791238877482e-05,0.0,-0.003994072878900232
2022-01-01 20:00:00,-0.6043275148646615,-0.5232218089079792,-0.06633040612699713,1.3689253935660508e-05,0.0,-0.014788989083620845
2022-01-01 21:00:00,-0.8168382089729233,-0.6961195078024345,-0.06625871133480601,1.4373716632443533e-05,0.0,-0.05447436355231531
2022-01-01 22:00:00,-0.6625178770053336,-0.6941492597767712,-0.06618698250181394,1.5058179329226558e-05,0.0,0.09780330709392242
2022-01-01 23:00:00,-0.5877877044237778,-0.5093258688354276,-0.06611521966487198,1.5742642026009585e-05,0.0,-0.012362358565504173
2022-01-02 00:00:00,-0.280375363275154,-0.1800821417459795,-0.06604342286084872,1.642710472279261e-05,0.0,-0.03426622577304858
2022-01-02 01:00:00,0.12369774523929938,0.21782290983756838,-0.06597159212663019,1.7111567419575636e-05,0.0,-0.02817068403905837
2022-01-02 02:00:00,0.5665276040251837,0.5898248006499193,-0.06589972749911986,1.779603011635866e-05,0.0,0.0425847348442679
2022-01-02 03:00:00,0.8093209015425349,0.845894724915834,-0.06582782901523859,1.8480492813141687e-05,0.0,0.02923552514912627
